,name,rating,Sector,Ownership,high_rating_values,bad_rating_factor,Review,Salary_comments,Interview_Q,Jobs,Job_link,Photos,Employee_count,Age
82,JSW Steel,4.0,Iron & Steel , Public ,"Job Security, Skill Development / Learning",Promotions / Appraisal,4.9k,25.1k,https://www.ambitionbox.com/interviews/jsw-steel-interview-questions,79,https://www.ambitionbox.com/jobs/jsw-steel-jobs,https://www.ambitionbox.com/photos/jsw-steel-photos, 10k-50k Employees , 42 years old 
83,Ujjivan Small Finance Bank,4.1,Banking , Public ,"Company Culture, Job Security, Work Life Balance",NA,4.6k,11.9k,https://www.ambitionbox.com/interviews/ujjivan-small-finance-bank-interview-questions,17,https://www.ambitionbox.com/jobs/ujjivan-small-finance-bank-jobs,https://www.ambitionbox.com/photos/ujjivan-small-finance-bank-photos, 10k-50k Employees , 7 years old 
84,Muthoot Finance,3.6,NBFC , Public ,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",NA,4.4k,11.9k,https://www.ambitionbox.com/interviews/muthoot-finance-interview-questions,128,https://www.ambitionbox.com/jobs/muthoot-finance-jobs,https://www.ambitionbox.com/photos/muthoot-finance-photos, 10k-50k Employees , 85 years old 
85,Max Life Insurance,4.2,Insurance , 24 years old ,"Skill Development / Learning, Company Culture, Job Security",NA,4.5k,17.5k,https://www.ambitionbox.com/interviews/max-life-insurance-interview-questions,499,https://www.ambitionbox.com/jobs/max-life-insurance-jobs,https://www.ambitionbox.com/photos/max-life-insurance-photos, 10k-50k Employees , 24 years old 
86,Tata Projects,4.3,Engineering & Construction , Public ,"Job Security, Company Culture, Skill Development / Learning",NA,4.4k,19.4k,https://www.ambitionbox.com/interviews/tata-projects-interview-questions,24,https://www.ambitionbox.com/jobs/tata-projects-jobs,https://www.ambitionbox.com/photos/tata-projects-photos, 5k-10k Employees , 45 years old 
87,Aurobindo Pharma,4.0,Pharma , Public ,"Job Security, Salary & Benefits, Work Life Balance",NA,4.3k,21.6k,https://www.ambitionbox.com/interviews/aurobindo-pharma-interview-questions,17,https://www.ambitionbox.com/jobs/aurobindo-pharma-jobs,https://www.ambitionbox.com/photos/aurobindo-pharma-photos, 10k-50k Employees , 38 years old 
88,KPMG India,3.6,Management Consulting , 37 years old ,Job Security,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",4.6k,64.9k,https://www.ambitionbox.com/interviews/kpmg-india-interview-questions,58,https://www.ambitionbox.com/jobs/kpmg-india-jobs,https://www.ambitionbox.com/photos/kpmg-india-photos, 10k-50k Employees , 37 years old 
89,Shapoorji Pallonji Group,4.2,Engineering & Construction , Conglomerate ,"Job Security, Company Culture, Skill Development / Learning",NA,4.3k,15.2k,https://www.ambitionbox.com/interviews/shapoorji-pallonji-interview-questions,28,https://www.ambitionbox.com/jobs/shapoorji-pallonji-jobs,https://www.ambitionbox.com/photos/shapoorji-pallonji-photos, 5k-10k Employees , 159 years old 
90,Oracle,3.8,Software Product , Public ,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",4.5k,57.8k,https://www.ambitionbox.com/interviews/oracle-interview-questions,193,https://www.ambitionbox.com/jobs/oracle-jobs,https://www.ambitionbox.com/photos/oracle-photos, 50k-1 Lakh Employees , 47 years old 
91,Home Credit Finance,4.1,Financial Services , 12 years old ,"Company Culture, Skill Development / Learning, Work Life Balance",NA,4.1k,10.4k,https://www.ambitionbox.com/interviews/home-credit-finance-interview-questions,99,https://www.ambitionbox.com/jobs/home-credit-finance-jobs,https://www.ambitionbox.com/photos/home-credit-finance-photos, 10k-50k Employees , 12 years old 
92,eClerx,3.5,IT Services & Consulting , Public ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,4.3k,27.7k,https://www.ambitionbox.com/interviews/eclerx-interview-questions,74,https://www.ambitionbox.com/jobs/eclerx-jobs,https://www.ambitionbox.com/photos/eclerx-photos, 10k-50k Employees , 24 years old 
93,Apollo Hospitals,4.2,Healthcare , Public ,"Job Security, Skill Development / Learning, Company Culture",NA,4k,15.1k,https://www.ambitionbox.com/interviews/apollo-hospitals-interview-questions,83,https://www.ambitionbox.com/jobs/apollo-hospitals-jobs,https://www.ambitionbox.com/photos/apollo-hospitals-photos, 10k-50k Employees , 41 years old 
94,Ashok Leyland,4.1,Automobile , Public ,"Skill Development / Learning, Work Satisfaction, Company Culture",NA,4.1k,18.2k,https://www.ambitionbox.com/interviews/ashok-leyland-interview-questions,4,https://www.ambitionbox.com/jobs/ashok-leyland-jobs,https://www.ambitionbox.com/photos/ashok-leyland-photos, 5k-10k Employees , 76 years old 
95,Omega Healthcare,3.8,Healthcare , 21 years old ,"Promotions / Appraisal, Salary & Benefits",NA,4.3k,21.2k,https://www.ambitionbox.com/interviews/omega-healthcare-interview-questions,38,https://www.ambitionbox.com/jobs/omega-healthcare-jobs,https://www.ambitionbox.com/photos/omega-healthcare-photos, 10k-50k Employees , 21 years old 
96,Siemens,4.2,Industrial Automation , Public ,"Job Security, Company Culture, Work Life Balance",NA,4.1k,30.1k,https://www.ambitionbox.com/interviews/siemens-india-interview-questions,1.7k,https://www.ambitionbox.com/jobs/siemens-india-jobs,https://www.ambitionbox.com/photos/siemens-india-photos, 5k-10k Employees , 177 years old 
97,JLL,4.2,Real Estate , Forbes Global 2000 ,"Skill Development / Learning, Job Security, Company Culture",NA,4.1k,20.2k,https://www.ambitionbox.com/interviews/jll-interview-questions,45,https://www.ambitionbox.com/jobs/jll-jobs,https://www.ambitionbox.com/photos/jll-photos, 10k-50k Employees , 25 years old 
98,Megha Engineering & Infrastructures,4.0,Engineering & Construction , Conglomerate ,"Job Security, Skill Development / Learning",Promotions / Appraisal,4.3k,15k,https://www.ambitionbox.com/interviews/megha-engineering-and-infrastructure-interview-questions,27,https://www.ambitionbox.com/jobs/megha-engineering-and-infrastructure-jobs,https://www.ambitionbox.com/photos/megha-engineering-and-infrastructure-photos, 5k-10k Employees , 35 years old 
99,Vivo,4.1,Consumer Electronics & Appliances , Conglomerate ,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,3.9k,13.3k,https://www.ambitionbox.com/interviews/vivo-interview-questions,8,https://www.ambitionbox.com/jobs/vivo-jobs,https://www.ambitionbox.com/photos/vivo-photos, 5k-10k Employees , 15 years old 
100,First Source,3.8,BPO , Public ,"Promotions / Appraisal, Salary & Benefits",NA,4.1k,20.4k,https://www.ambitionbox.com/interviews/first-source-interview-questions,87,https://www.ambitionbox.com/jobs/first-source-jobs,https://www.ambitionbox.com/photos/first-source-photos, 10k-50k Employees , 23 years old 
101,JustDial,3.6,Internet , Public ,"Promotions / Appraisal, Work Satisfaction, Job Security",NA,4k,15.3k,https://www.ambitionbox.com/interviews/justdial-interview-questions,22,https://www.ambitionbox.com/jobs/justdial-jobs,https://www.ambitionbox.com/photos/justdial-photos, 10k-50k Employees , 28 years old 
102,Bajaj Allianz Life Insurance,4.1,Insurance , 23 years old ,"Salary & Benefits, Work Life Balance, Job Security",NA,4.1k,15.5k,https://www.ambitionbox.com/interviews/bajaj-allianz-life-insurance-interview-questions,68,https://www.ambitionbox.com/jobs/bajaj-allianz-life-insurance-jobs,https://www.ambitionbox.com/photos/bajaj-allianz-life-insurance-photos, 10k-50k Employees , 23 years old 
103,Hero MotoCorp,4.2,Automobile , Public ,"Work Life Balance, Company Culture, Job Security",NA,4k,14.2k,https://www.ambitionbox.com/interviews/hero-motocorp-interview-questions,1,https://www.ambitionbox.com/jobs/hero-motocorp-jobs,https://www.ambitionbox.com/photos/hero-motocorp-photos, 5k-10k Employees , 40 years old 
104,OPPO,4.0,Consumer Electronics & Appliances , Public ,Skill Development / Learning,Promotions / Appraisal,3.8k,13.1k,https://www.ambitionbox.com/interviews/oppo-interview-questions,18,https://www.ambitionbox.com/jobs/oppo-jobs,https://www.ambitionbox.com/photos/oppo-photos, 10k-50k Employees , 20 years old 
105,Mahindra Finance,4.3,NBFC , Public ,"Job Security, Company Culture, Work Life Balance",NA,3.9k,10.6k,https://www.ambitionbox.com/interviews/mahindra-and-mahindra-financial-services-ltd-interview-questions,39,https://www.ambitionbox.com/jobs/mahindra-and-mahindra-financial-services-ltd-jobs,https://www.ambitionbox.com/photos/mahindra-and-mahindra-financial-services-ltd-photos, 10k-50k Employees , 33 years old 
106,DMart,4.0,Retail , Fortune India 500 ,"Job Security, Company Culture",Promotions / Appraisal,3.9k,14.2k,https://www.ambitionbox.com/interviews/dmart-interview-questions,151,https://www.ambitionbox.com/jobs/dmart-jobs,https://www.ambitionbox.com/photos/dmart-photos, 10k-50k Employees , 22 years old 
107,Standard Chartered,3.9,Banking , Fortune India 500 ,Job Security,Promotions / Appraisal,4k,40k,https://www.ambitionbox.com/interviews/standard-chartered-interview-questions,14,https://www.ambitionbox.com/jobs/standard-chartered-jobs,https://www.ambitionbox.com/photos/standard-chartered-photos, 10k-50k Employees , 171 years old 
108,Coforge,3.5,IT Services & Consulting , Public ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,4k,37.5k,https://www.ambitionbox.com/interviews/coforge-interview-questions,128,https://www.ambitionbox.com/jobs/coforge-jobs,https://www.ambitionbox.com/photos/coforge-photos, 10k-50k Employees , 20 years old 
109,Cyient,3.8,IT Services & Consulting , Public ,Job Security,"Promotions / Appraisal, Salary & Benefits",3.9k,25.9k,https://www.ambitionbox.com/interviews/cyient-interview-questions,--,https://www.ambitionbox.com/jobs/cyient-jobs,https://www.ambitionbox.com/photos/cyient-photos, 10k-50k Employees , 33 years old 
110,BigBasket,4.0,Internet , Indian Unicorn ,"Job Security, Skill Development / Learning",Promotions / Appraisal,3.9k,15.8k,https://www.ambitionbox.com/interviews/bigbasket-interview-questions,33,https://www.ambitionbox.com/jobs/bigbasket-jobs,https://www.ambitionbox.com/photos/bigbasket-photos, 10k-50k Employees , 13 years old 
111,ICICI Lombard General Insurance Company,3.8,Insurance , Public ,Job Security,"Promotions / Appraisal, Work Satisfaction",3.9k,18.2k,https://www.ambitionbox.com/interviews/icici-lombard-general-insurance-company-limited-interview-questions,16,https://www.ambitionbox.com/jobs/icici-lombard-general-insurance-company-limited-jobs,https://www.ambitionbox.com/photos/icici-lombard-general-insurance-company-limited-photos, 10k-50k Employees , 23 years old 
112,Indiamart Intermesh,3.6,Internet , 28 years old ,"Promotions / Appraisal, Work Satisfaction, Company Culture",NA,4k,18.5k,https://www.ambitionbox.com/interviews/indiamart-intermesh-interview-questions,259,https://www.ambitionbox.com/jobs/indiamart-intermesh-jobs,https://www.ambitionbox.com/photos/indiamart-intermesh-photos, 5k-10k Employees , 28 years old 
113,CGI Group,4.1,IT Services & Consulting , Forbes Global 2000 ,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,3.8k,42.7k,https://www.ambitionbox.com/interviews/cgi-group-interview-questions,157,https://www.ambitionbox.com/jobs/cgi-group-jobs,https://www.ambitionbox.com/photos/cgi-group-photos, 10k-50k Employees , 48 years old 
114,Virtusa Consulting Services,3.9,IT Services & Consulting , 28 years old ,Promotions / Appraisal,NA,3.9k,51.9k,https://www.ambitionbox.com/interviews/virtusa-consulting-services-interview-questions,--,https://www.ambitionbox.com/jobs/virtusa-consulting-services-jobs,https://www.ambitionbox.com/photos/virtusa-consulting-services-photos, 10k-50k Employees , 28 years old 
115,Equitas Small Finance Bank,4.4,Banking , Fortune India 500 ,"Job Security, Company Culture, Work Life Balance",NA,3.7k,11.5k,https://www.ambitionbox.com/interviews/equitas-small-finance-bank-interview-questions,581,https://www.ambitionbox.com/jobs/equitas-small-finance-bank-jobs,https://www.ambitionbox.com/photos/equitas-small-finance-bank-photos, 10k-50k Employees , 17 years old 
116,TVS Motor,4.1,Automobile , Public ,"Skill Development / Learning, Salary & Benefits, Job Security",NA,3.7k,13.9k,https://www.ambitionbox.com/interviews/tvs-motor-interview-questions,70,https://www.ambitionbox.com/jobs/tvs-motor-jobs,https://www.ambitionbox.com/photos/tvs-motor-photos, 5k-10k Employees , 45 years old 
117,Manappuram Finance,4.0,NBFC , Public ,"Skill Development / Learning, Promotions / Appraisal",NA,3.6k,7.5k,https://www.ambitionbox.com/interviews/manappuram-finance-interview-questions,30,https://www.ambitionbox.com/jobs/manappuram-finance-jobs,https://www.ambitionbox.com/photos/manappuram-finance-photos, 10k-50k Employees , 75 years old 
118,Ekart Logistics,4.1,Logistics , 15 years old ,"Skill Development / Learning, Salary & Benefits, Company Culture",Promotions / Appraisal,4.2k,11.1k,https://www.ambitionbox.com/interviews/ekart-logistics-interview-questions,--,https://www.ambitionbox.com/jobs/ekart-logistics-jobs,https://www.ambitionbox.com/photos/ekart-logistics-photos, 1k-5k Employees , 15 years old 
119,GlobalLogic,3.7,IT Services & Consulting , 24 years old ,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",3.8k,32.6k,https://www.ambitionbox.com/interviews/globallogic-interview-questions,117,https://www.ambitionbox.com/jobs/globallogic-jobs,https://www.ambitionbox.com/photos/globallogic-photos, 10k-50k Employees , 24 years old 
120,UST,3.8,IT Services & Consulting , 23 years old ,"Work Life Balance, Company Culture",Promotions / Appraisal,3.7k,35.4k,https://www.ambitionbox.com/interviews/ust-global-interview-questions,41,https://www.ambitionbox.com/jobs/ust-global-jobs,https://www.ambitionbox.com/photos/ust-global-photos, 10k-50k Employees , 23 years old 
121,SBI Cards & Payment Services,3.7,Financial Services , 26 years old ,"Promotions / Appraisal, Work Satisfaction, Company Culture",NA,3.6k,15.2k,https://www.ambitionbox.com/interviews/sbi-cards-and-payment-services-interview-questions,135,https://www.ambitionbox.com/jobs/sbi-cards-and-payment-services-jobs,https://www.ambitionbox.com/photos/sbi-cards-and-payment-services-photos, 1k-5k Employees , 26 years old 
122,Hewlett Packard Enterprise,4.3,IT Services & Consulting , Forbes Global 2000 ,"Company Culture, Work Life Balance, Job Security",NA,3.4k,30.6k,https://www.ambitionbox.com/interviews/hewlett-packard-enterprise-interview-questions,9,https://www.ambitionbox.com/jobs/hewlett-packard-enterprise-jobs,https://www.ambitionbox.com/photos/hewlett-packard-enterprise-photos, 10k-50k Employees , 9 years old 
123,Atos Syntel,3.6,IT Services & Consulting , 44 years old ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,3.6k,34.7k,https://www.ambitionbox.com/interviews/syntel-interview-questions,17,https://www.ambitionbox.com/jobs/syntel-jobs,https://www.ambitionbox.com/photos/syntel-photos, 5k-10k Employees , 44 years old 
124,Bosch Global Software Technologies,4.1,Software Product , 27 years old ,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,3.6k,35.4k,https://www.ambitionbox.com/interviews/bosch-global-software-technologies-interview-questions,23,https://www.ambitionbox.com/jobs/bosch-global-software-technologies-jobs,https://www.ambitionbox.com/photos/bosch-global-software-technologies-photos, 10k-50k Employees , 27 years old 
125,IQVIA,4.0,Clinical Research , Forbes Global 2000 ,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,3.6k,27.4k,https://www.ambitionbox.com/interviews/iqvia-interview-questions,33,https://www.ambitionbox.com/jobs/iqvia-jobs,https://www.ambitionbox.com/photos/iqvia-photos, 10k-50k Employees , 42 years old 
126,Nagarro,4.1,IT Services & Consulting , 28 years old ,"Company Culture, Work Life Balance, Salary & Benefits",NA,3.7k,26.6k,https://www.ambitionbox.com/interviews/nagarro-interview-questions,32,https://www.ambitionbox.com/jobs/nagarro-jobs,https://www.ambitionbox.com/photos/nagarro-photos, 10k-50k Employees , 28 years old 
127,Cholamandalam Investment & Finance,4.1,NBFC , Fortune India 500 ,"Salary & Benefits, Job Security, Skill Development / Learning",NA,3.6k,10.1k,https://www.ambitionbox.com/interviews/cholamandalam-investment-and-finance-interview-questions,32,https://www.ambitionbox.com/jobs/cholamandalam-investment-and-finance-jobs,https://www.ambitionbox.com/photos/cholamandalam-investment-and-finance-photos, 10k-50k Employees , 46 years old 
128,SMFG India Credit,4.1,NBFC , 17 years old ,"Salary & Benefits, Job Security, Skill Development / Learning",NA,3.5k,10.3k,https://www.ambitionbox.com/interviews/fullerton-india-interview-questions,137,https://www.ambitionbox.com/jobs/fullerton-india-jobs,https://www.ambitionbox.com/photos/fullerton-india-photos, 10k-50k Employees , 17 years old 
